t,rms,p2p,crest,kurtosis,equipment
79.0,0.13820430077096055,1.273276,5.024669971384231,3.638471428142278,MOTOR_001
79.25,0.13860068357783134,1.256484,5.010299964430129,3.5471329318285147,MOTOR_001
79.5,0.13934254132649468,1.1659350000000002,4.5965502990163705,3.4922051897171658,MOTOR_001
0.0,0.3280332178294507,6.0653880000000004,9.441839520076588,9.549010545002206,MOTOR_002
0.25,0.3360834453493897,6.0653880000000004,9.215678555009267,10.904653853325753,MOTOR_002
0.5,0.31572941072972677,5.477138999999999,8.89467659509235,10.076737899443106,MOTOR_002
0.75,0.30582315241752117,5.0797,8.726703583110073,8.977199512080308,MOTOR_002
1.0,0.33810274131710427,5.017066,7.708290059546332,9.008684867252592,MOTOR_002
1.25,0.35123208374121945,4.819331999999999,7.420147875557376,9.013067861645123,MOTOR_002
1.5,0.36644628540386753,7.361041999999999,10.734994886534283,13.46615752709314,MOTOR_002
1.75,0.37338646971875183,7.361041999999999,10.535462098996462,13.912635133463972,MOTOR_002
2.0,0.3510422845717929,5.550085,8.081240137382437,9.388589466629128,MOTOR_002
2.25,0.34673999114444026,7.607196,12.345426282879563,14.156815309446959,MOTOR_002
2.5,0.3470400129624106,7.607196,12.33475345813699,14.089408844905314,MOTOR_002
2.75,0.3626339345328961,9.571356999999999,15.111100970344802,19.39587291603704,MOTOR_002
3.0,0.3679360746104371,9.571356999999999,14.893342561753135,19.534825170419264,MOTOR_002
3.25,0.3514426433412353,7.642543,12.816176651695248,15.030863492275772,MOTOR_002
3.5,0.3372535483529999,7.642543,13.355385056721628,15.152721278852113,MOTOR_002
3.75,0.3281025151393132,4.5888729999999995,7.3258475296338785,7.412636115347973,MOTOR_002
4.0,0.3493683007102712,5.488814,8.830752514546313,9.061308006205598,MOTOR_002
4.25,0.35066634632767907,5.432603,8.7980641208069,9.846462538160198,MOTOR_002
4.5,0.3368898723625677,4.591533999999999,7.019074166335017,8.266705579172916,MOTOR_002
4.75,0.3592628522710059,5.237164999999999,8.27674495485259,8.098733052716227,MOTOR_002
5.0,0.3476767709688871,5.237164999999999,8.552561598272824,7.98074121176342,MOTOR_002
5.25,0.3250408039413367,4.1853,6.541227975745869,6.87551046234204,MOTOR_002
5.5,0.36183276058977043,4.94349,7.249901848921093,7.760025683617621,MOTOR_002
5.75,0.3581472875775841,4.94349,7.324506120772267,7.634555722981712,MOTOR_002
6.0,0.3568640787570497,6.3387910000000005,9.975980245475107,10.536325067593895,MOTOR_002
6.25,0.36368229153734766,6.677424,9.788953388274626,13.1411590120705,MOTOR_002
6.5,0.3446426453666435,6.416853,9.573678836204012,11.605686604357894,MOTOR_002
6.75,0.3787802086389757,6.385115,9.996567702429784,12.131103096710738,MOTOR_002
7.0,0.37474143810939425,6.385115,10.104305568936432,11.511252346875454,MOTOR_002
7.25,0.35596257784422786,9.145063,14.539177211669703,17.7016518087936,MOTOR_002
7.5,0.3755736581740743,9.145063,13.779994649148843,16.62879462606452,MOTOR_002
7.75,0.36693530981505484,5.959905,8.384298043027353,9.016878959206771,MOTOR_002
8.0,0.3656894379260768,7.404785,11.835972142227835,12.083705397935153,MOTOR_002
8.25,0.34963671803592455,7.153148,12.379392028142982,11.632354618128863,MOTOR_002
8.5,0.34016916952911186,5.639009,9.482808228815509,9.153134743471835,MOTOR_002
8.75,0.354018889824866,5.671749999999999,9.111827342308741,9.87097014458787,MOTOR_002
9.0,0.34602480486438103,5.0756429999999995,7.599605470569229,7.861958989569734,MOTOR_002
9.25,0.353223023977745,4.7863690000000005,7.331549259832971,8.592388549758729,MOTOR_002
9.5,0.36550438864093754,4.7863690000000005,7.0852008361082355,8.543176507160052,MOTOR_002
9.75,0.36900061785193683,5.202764999999999,8.251240926706808,8.212905675658757,MOTOR_002
10.0,0.36710604089297394,5.202764999999999,8.293824292822398,7.692116935994931,MOTOR_002
10.25,0.3506505591790611,4.583548,6.834499296424069,7.548862169699467,MOTOR_002
10.5,0.35025613850004883,4.583548,6.84219557225452,7.3084983714772465,MOTOR_002
10.75,0.38190740467800616,7.256608,10.01569216293408,11.30458789288946,MOTOR_002
11.0,0.38834430400488884,7.256608,9.849679679998207,11.765157908109815,MOTOR_002
11.25,0.39641046497908783,7.214218,9.125717708261911,10.51671228627751,MOTOR_002
11.5,0.40136807159748966,7.214218,9.012998930387829,10.433233359694942,MOTOR_002
11.75,0.39971575937175985,8.895337000000001,13.182855257651084,14.840244142189945,MOTOR_002
12.0,0.4005288266780994,8.895337000000001,13.156094265931463,14.891409588911321,MOTOR_002
12.25,0.3586431145836917,5.440733,7.714892291217619,8.358451749384262,MOTOR_002
12.5,0.3906269177206216,9.907979000000001,12.949207467616786,18.56721052491373,MOTOR_002
12.75,0.39430929490389094,9.907979000000001,12.828277358343566,17.378831211012944,MOTOR_002
13.0,0.3521344697860385,5.6926950000000005,8.624162814407914,7.623181808789148,MOTOR_002
13.25,0.36256260929794043,5.6926950000000005,8.376111937964396,7.822921578588844,MOTOR_002
13.5,0.3609875928485296,4.14954,6.093001653170139,6.099899076792628,MOTOR_002
13.75,0.3525148061801286,4.543971,6.851054076763883,6.423355029350227,MOTOR_002
14.0,0.36023289242477047,4.718065,6.704268407428561,6.311791166110078,MOTOR_002
14.25,0.3619400802943622,4.145815000000001,6.362840495937948,5.763584106789932,MOTOR_002
14.5,0.35841166628267923,4.303879,6.215712850828208,5.8805747184012,MOTOR_002
14.75,0.36075020363841875,6.5236149999999995,9.748537809627651,8.714851784775613,MOTOR_002
15.0,0.34888895595160524,6.5236149999999995,10.079960801303832,9.845231841533076,MOTOR_002
15.25,0.35675733373967,5.946263999999999,8.590783454605697,10.094573272437716,MOTOR_002
15.5,0.3492282382172984,5.946263999999999,8.775994219840236,9.481214017249826,MOTOR_002
15.75,0.3387060199407225,6.07609,10.17234651041334,9.858360349561705,MOTOR_002
16.0,0.3663974147651335,6.582264,9.403546152771241,10.427809823104795,MOTOR_002
16.25,0.3552178008818878,5.5345189999999995,8.83072017284127,7.49553419704764,MOTOR_002
16.5,0.3561676068774491,5.2993749999999995,7.4801861498783175,6.996989983244795,MOTOR_002
16.75,0.3533214507369194,5.2993749999999995,7.5404422642421,7.079155609200583,MOTOR_002
17.0,0.32243283524103844,3.377974,5.722094025010683,5.224097175014481,MOTOR_002
17.25,0.3302237331732533,3.377636,5.586070335629677,5.676706880933064,MOTOR_002
17.5,0.34421672664975206,4.0288319999999995,6.081845645258703,6.258346247366222,MOTOR_002
17.75,0.34184495649634605,4.0288319999999995,6.124042377154033,5.738861009130758,MOTOR_002
18.0,0.3274312576598972,3.546933,5.773608828646471,5.127339469465853,MOTOR_002
18.25,0.3300642727686174,3.6447070000000004,6.056986971751049,5.671113506890825,MOTOR_002
18.5,0.3344585761842857,4.192976,6.530267589241201,6.078077642885478,MOTOR_002
18.75,0.3515772829003703,4.496347,6.69514816367426,6.724024454053976,MOTOR_002
19.0,0.3594008605661501,4.496347,6.549405575412516,6.577193969660308,MOTOR_002
19.25,0.36001973214252453,4.872806000000001,7.092314037357184,6.688493894500816,MOTOR_002
19.5,0.3505445192232106,4.606561,7.284019175818663,6.774338119110176,MOTOR_002
19.75,0.35117000158775874,5.116278,8.14277127052779,7.24151729015457,MOTOR_002
20.0,0.3561775011009635,5.116278,8.028292048658725,7.058997952319929,MOTOR_002
20.25,0.3422494966553917,4.61397,7.605027985244213,6.549040442535352,MOTOR_002
20.5,0.3409548577276919,4.8479,7.6339050199976155,7.052631026473144,MOTOR_002
20.75,0.3366288722447779,4.086637,6.669312067704936,5.890999747632113,MOTOR_002
21.0,0.32983139381319776,3.898956,6.293927864173292,5.807810379010296,MOTOR_002
21.25,0.3092906575559928,3.914595,6.711922747372933,6.281171309378123,MOTOR_002
21.5,0.3081558589802178,4.164841,6.852821189213748,6.308258845964484,MOTOR_002
21.75,0.31844142901761013,4.164841,6.63147696113127,6.057415878196504,MOTOR_002
22.0,0.3220114030022283,3.456068,5.4219601657644345,5.328424329677737,MOTOR_002
22.25,0.3360806266800829,3.923395,6.168127036888947,5.9513854015949,MOTOR_002
22.5,0.33248618973171673,4.03078,6.33343899696753,6.810996189619467,MOTOR_002
22.75,0.3194649936145614,4.16469,6.591586064483334,6.500181872179505,MOTOR_002
23.0,0.33824264201022985,4.345542,6.9009099093112125,6.5143990265336384,MOTOR_002
23.25,0.3517305008950843,4.345542,6.636279748443682,6.953779191845093,MOTOR_002
23.5,0.33539521934616573,4.048283,6.233935009795191,6.552812601588766,MOTOR_002
23.75,0.32943168990299776,5.239524,8.68289568876103,8.115320818019994,MOTOR_002
24.0,0.3364576758002136,5.239524,8.501577481318927,7.723207726170348,MOTOR_002
24.25,0.32646293310438956,5.171189,8.552949559842254,7.467685931190511,MOTOR_002
24.5,0.33590984570772575,5.171189,8.312411903607922,7.4240793399811285,MOTOR_002
24.75,0.3388776943806633,4.099529,6.4118855741482665,6.050291313835659,MOTOR_002
25.0,0.325443278590368,4.1341920000000005,6.899355886916925,6.266041757676163,MOTOR_002
25.25,0.32928043444459465,4.1726220000000005,6.818956625185717,6.293710997344121,MOTOR_002
25.5,0.3299277853526219,3.8015309999999998,5.859561048893746,6.015298471464803,MOTOR_002
25.75,0.33371404410034666,4.182644,6.389425430830363,6.508804371607106,MOTOR_002
26.0,0.33784651505100133,4.348067,6.521742571970536,7.492803404288754,MOTOR_002
26.25,0.3411641173835613,4.627172,6.9990772133735994,7.47387531075149,MOTOR_002
26.5,0.34566266116745437,6.146542,10.414277862242354,9.072456403852113,MOTOR_002
26.75,0.341784636455911,6.146542,10.532442409723014,9.267394656725099,MOTOR_002
27.0,0.336665325388287,5.162931,8.170687007423258,8.884332696966627,MOTOR_002
27.25,0.33906484392539027,5.162931,8.11286410042941,8.694025251037688,MOTOR_002
27.5,0.33461874952994175,5.786812,10.073954327829345,9.80551951493009,MOTOR_002
27.75,0.32669372952206227,5.786812,10.318330887254922,9.867815893070665,MOTOR_002
28.0,0.32061794696102397,4.265008,7.229333298306507,6.460898761392926,MOTOR_002
28.25,0.3328072655004387,4.965287999999999,7.929478330443844,8.03067377055766,MOTOR_002
28.5,0.3251989677728152,4.965287999999999,8.114995007744316,7.989410480408749,MOTOR_002
28.75,0.3176638246863976,4.7132819999999995,7.485388058736105,6.5973146089307475,MOTOR_002
29.0,0.3222526920885012,4.7132819999999995,7.378796386740402,6.645080200133805,MOTOR_002
29.25,0.3203457652421031,4.196318,7.227827713752109,6.3634939026999024,MOTOR_002
29.5,0.3275515281658662,4.583823000000001,7.012432556372855,7.049185027026216,MOTOR_002
29.75,0.33910397695381705,4.944624,7.3655874591531685,8.695188712797352,MOTOR_002
30.0,0.33808178820991897,5.189711,7.867371425367904,9.2831334147871,MOTOR_002
30.25,0.3448442149172036,6.7642310000000005,11.5338979978393,11.685850071695032,MOTOR_002
30.5,0.35345915276580914,6.7642310000000005,11.252779759349727,11.699081359080958,MOTOR_002
30.75,0.33450066405854734,5.395649000000001,8.428584164205214,8.850960928205366,MOTOR_002
31.0,0.36273215012078125,8.004732,12.43621498259236,14.703902518167018,MOTOR_002
31.25,0.36213470523902874,8.004732,12.45673207991066,14.787588580562076,MOTOR_002
31.5,0.3395484277369883,8.157779999999999,13.89400337219139,14.480626629429361,MOTOR_002
31.75,0.3490968127408415,8.157779999999999,13.513979010465107,15.67107953943313,MOTOR_002
32.0,0.32857425786117267,6.257508,10.504684762792152,9.816238151405738,MOTOR_002
32.25,0.34647415700255696,5.204447,8.31975471111032,8.04186574274355,MOTOR_002
32.5,0.3503136386394894,5.204447,8.228569150761745,8.373827983349862,MOTOR_002
32.75,0.32382946565462356,5.686862,9.62990194143093,9.942249421212884,MOTOR_002
33.0,0.3453427679292973,5.686862,9.0300023327503,10.201106760572547,MOTOR_002
33.25,0.35220831090636245,5.3382439999999995,8.199690099782453,8.811260747776762,MOTOR_002
33.5,0.36715383492355774,6.289181,9.438866410646447,10.21928675863155,MOTOR_002
33.75,0.39073828590481186,7.988961,12.06585371864104,12.89035432507259,MOTOR_002
34.0,0.3588995334373357,7.988961,13.136241651936206,12.702067992504453,MOTOR_002
34.25,0.3439001657729473,8.27736,14.01218574340992,16.07555676974489,MOTOR_002
34.5,0.3659767328733215,8.27736,13.166938133381196,15.259642395900196,MOTOR_002
34.75,0.34488801642262107,5.031652,7.474904540727643,8.135291663223859,MOTOR_002
35.0,0.34184381314373913,5.888938,9.82393090316927,8.814050573463739,MOTOR_002
35.25,0.3465971874455809,5.888938,9.68920153319847,8.567200812413912,MOTOR_002
35.5,0.32616578066188306,4.609857,7.08805195722414,7.487469105305479,MOTOR_002
35.75,0.3358807415050543,4.812014,7.216617985117568,8.600141151525685,MOTOR_002
36.0,0.34451227237306875,4.812014,7.035810316142117,7.779242096065565,MOTOR_002
36.25,0.34627343834652113,4.587204,6.843005375505452,7.532917315720427,MOTOR_002
36.5,0.3724535917650476,8.108391,11.932313443237044,15.256082302803204,MOTOR_002
36.75,0.3804070658764306,8.108391,11.682835043457475,16.896017159389785,MOTOR_002
37.0,0.37375986091838437,8.707023,13.584508479653755,19.41443815619798,MOTOR_002
37.25,0.39603353225567056,8.707023,12.820490151632358,16.86673805080224,MOTOR_002
37.5,0.38541956608447225,6.354971,8.346916667159853,11.017134484335203,MOTOR_002
37.75,0.38143528755443745,8.495665,12.067205500338225,15.958152108866349,MOTOR_002
38.0,0.3855368938400082,8.495665,11.938826279775222,15.135693709912015,MOTOR_002
38.25,0.3818193327869043,9.157058,12.5490974095703,17.14403449204381,MOTOR_002
38.5,0.38214238258094047,9.157058,12.538488841878534,19.317329019245683,MOTOR_002
38.75,0.33556178213260895,7.443869,11.91014356462265,14.283738771625112,MOTOR_002
39.0,0.33356352899677616,5.969133,9.351256144163612,11.329641821760811,MOTOR_002
39.25,0.3655855686343193,5.949579,8.532169395121967,9.219097418606625,MOTOR_002
39.5,0.365199983299197,5.1944870000000005,7.488869455285141,8.284460263713262,MOTOR_002
39.75,0.3651562623314733,7.735129000000001,11.22557771247812,15.062474886040174,MOTOR_002
40.0,0.3969530497394216,7.735129000000001,10.326384953310809,15.612036483502338,MOTOR_002
40.25,0.39413957453820764,7.496226,9.862046978038727,14.845675203471654,MOTOR_002
40.5,0.41063645501781926,11.786315,15.989578907978537,31.440602829909118,MOTOR_002
40.75,0.41778315713249486,11.786315,15.716057212707842,27.497230000527097,MOTOR_002
41.0,0.3889246585399052,11.385575,15.796110802189347,27.418199671519986,MOTOR_002
41.25,0.3777631154756146,11.385575,16.262829133715613,29.892768918144796,MOTOR_002
41.5,0.34437317045697136,7.125736,10.668554681901544,15.544093283772483,MOTOR_002
41.75,0.3309761345994912,7.125736,11.10038947202584,15.188078992827773,MOTOR_002
42.0,0.3403097916475421,4.653662000000001,6.873537163522561,8.756152649586548,MOTOR_002
42.25,0.3468194554243589,4.571815,7.048134012577414,9.119447756740193,MOTOR_002
42.5,0.33605030122547336,5.644880000000001,8.900896648782007,10.242292423500471,MOTOR_002
42.75,0.33859170130433114,5.644880000000001,8.834088338483854,9.267390988833368,MOTOR_002
43.0,0.3407701601113946,4.67848,7.290162962590138,7.950946718565471,MOTOR_002
43.25,0.34866520116408184,6.4637720000000005,9.296104082594345,11.166514486161509,MOTOR_002
43.5,0.357800637189793,6.4637720000000005,9.058754130392204,10.912295493730381,MOTOR_002
43.75,0.3610964834376385,7.054453,10.370181299887125,11.8204209668884,MOTOR_002
44.0,0.33976616916486013,7.054453,11.02121499972836,13.013629987536476,MOTOR_002
44.25,0.34216424591203254,8.228891,14.961899325145037,19.60751080166305,MOTOR_002
44.5,0.3416306405481957,8.228891,14.985268861672186,19.89913540402835,MOTOR_002
44.75,0.31342323199311,4.507167,8.077065582859062,7.904973313312545,MOTOR_002
45.0,0.3640314507784178,7.5445720000000005,12.318160945740606,15.398078486226348,MOTOR_002
45.25,0.35755525358965956,7.5445720000000005,12.541272866168516,15.961531790283425,MOTOR_002
45.5,0.3171437654905885,4.884156000000001,8.645624787101069,8.365408281327896,MOTOR_002
45.75,0.34854281110445295,5.203206,7.866769626696713,9.872280472705157,MOTOR_002
46.0,0.3291590369915628,4.910032,7.477540408720692,9.100889730379443,MOTOR_002
46.25,0.31780891087099433,4.186031,6.9630300608476965,6.739213388062978,MOTOR_002
46.5,0.3505313213402969,4.569343999999999,6.586538376006123,8.021295642047088,MOTOR_002
46.75,0.33511077186011956,4.569343999999999,6.889626338134317,8.336221220753956,MOTOR_002
47.0,0.3363937497002079,5.960922999999999,9.3486011639712,10.073363337901998,MOTOR_002
47.25,0.3350899163071846,5.960922999999999,9.38497653005195,9.875360630323279,MOTOR_002
47.5,0.32938796984722607,5.489654,9.093292026995455,8.38310781766542,MOTOR_002
47.75,0.37785715931338326,6.797397,10.052759108501192,12.609647825181996,MOTOR_002
48.0,0.376895091192432,6.797397,10.078419933733203,12.973263960265541,MOTOR_002
48.25,0.3643880661364049,6.969668,10.909166269215678,13.286459306326389,MOTOR_002
48.5,0.3570332767120808,6.969668,11.133892158757126,14.648213380507748,MOTOR_002
48.75,0.3196134211608369,6.097737,10.161409956453832,9.794001405009576,MOTOR_002
49.0,0.34163328828514516,7.229381,12.866860902416152,13.529395815537551,MOTOR_002
49.25,0.35824017095540583,7.229381,12.270393876478995,12.695417389593427,MOTOR_002
49.5,0.35544108568351224,5.891757,9.204920679634782,9.1704785002751,MOTOR_002
49.75,0.38362408137689524,6.469118,9.069164760232752,11.78373522113614,MOTOR_002
50.0,0.3766164615463749,6.469118,9.23791271819273,10.575658491276208,MOTOR_002
50.25,0.3467042247599871,4.276533,6.656397110815772,6.433419532486975,MOTOR_002
50.5,0.35319550807405325,4.965287999999999,7.280525774582765,7.0066545303677,MOTOR_002
50.75,0.35497309120432513,4.965287999999999,7.244067405999107,7.262678536181424,MOTOR_002
51.0,0.35065644272249635,3.846508,5.5201837586993125,6.4717172110263315,MOTOR_002
51.25,0.3631959051055618,5.7686329999999995,8.135785559424662,8.192042603988599,MOTOR_002
51.5,0.36857568373180494,5.7686329999999995,8.017034575048442,7.593835831078692,MOTOR_002
51.75,0.36404137574117207,6.141102999999999,8.474388367857966,9.943992027213168,MOTOR_002
52.0,0.36821216103539034,6.141102999999999,8.378397908762947,10.658852616982447,MOTOR_002
52.25,0.39864963359988526,6.817954,9.071976229708094,9.244189888608283,MOTOR_002
52.5,0.3968668444466428,6.817954,9.11272899363159,10.000275360346839,MOTOR_002
52.75,0.4114136963178374,9.010143,12.710865114125932,16.366298787514026,MOTOR_002
53.0,0.4094552597827942,9.010143,12.771661555340819,16.520278680517134,MOTOR_002
53.25,0.356135578353458,5.694414999999999,8.479093871949509,8.32748535958078,MOTOR_002
53.5,0.39077159240125175,9.481076999999999,13.632285722883411,16.440578458016493,MOTOR_002
53.75,0.38625224731131863,9.481076999999999,13.791790305640239,16.64071607945088,MOTOR_002
54.0,0.3700018897603145,7.31781,10.277115077610212,10.465263551368249,MOTOR_002
54.25,0.400509339406309,7.31781,9.494290459335293,8.76456336528016,MOTOR_002
54.5,0.37418915467948766,3.754693,5.27390485619593,5.552424444514246,MOTOR_002
54.75,0.37028020362309405,5.098979,7.189703834963433,7.200628822569659,MOTOR_002
55.0,0.3749918919964427,5.098979,7.099366831177392,7.4710601501045755,MOTOR_002
55.25,0.3514014262960813,4.1401509999999995,6.010220340484579,6.133987699790545,MOTOR_002
55.5,0.34457473191162413,4.251489,6.316754533696478,6.281248380471785,MOTOR_002
55.75,0.33021335370163524,4.251489,6.5914778297144965,6.366770798036924,MOTOR_002
56.0,0.3227495234558184,4.173471,6.911610514911778,6.147923123617672,MOTOR_002
56.25,0.3635867407353359,5.626168,7.842582472157999,8.918581659812247,MOTOR_002
56.5,0.356481052299233,5.626168,7.9989076042293075,9.184375866046961,MOTOR_002
56.75,0.33781466582064734,5.248086000000001,8.467344048107849,7.699476472696608,MOTOR_002
57.0,0.36896924108950163,5.328429,7.752388767025024,7.8975370747960705,MOTOR_002
57.25,0.36022322840868565,5.456443,8.531581968149109,7.740432216042123,MOTOR_002
57.5,0.3600348452730496,5.629319000000001,8.536045997629024,7.174393162099866,MOTOR_002
57.75,0.3485550060809172,5.203169,7.59456600484306,6.619415669411668,MOTOR_002
58.0,0.3297789628230288,3.8324670000000003,5.879950568710417,5.897089032191173,MOTOR_002
58.25,0.32813744844841203,3.5994070000000002,5.538858818443389,5.439251995000253,MOTOR_002
58.5,0.32944839974993484,4.717145,7.194249544994091,6.104371623293405,MOTOR_002
58.75,0.3379039494836691,4.717145,7.014224023192569,6.093975549130108,MOTOR_002
59.0,0.33901549069107245,3.831367,6.080436017239148,5.451530370935731,MOTOR_002
59.25,0.3511727800537844,3.735846,5.86993672939084,5.327842484835939,MOTOR_002
59.5,0.36100608474032386,4.841406,6.764323658856148,6.95366759756723,MOTOR_002
59.75,0.34871561401730317,4.841406,7.002732031032115,7.555507821673158,MOTOR_002
60.0,0.3430009323347305,4.02454,6.196335926941147,6.208227345119007,MOTOR_002
60.25,0.34243372554453216,4.179531,6.206599529939134,6.811196223894396,MOTOR_002
60.5,0.3245704718276911,4.069583,6.32892446571828,6.448676837766577,MOTOR_002
60.75,0.3425428926352235,5.081122000000001,7.595440033755534,7.373108698815775,MOTOR_002
61.0,0.34524912807012725,5.081122000000001,7.535903173871385,7.274553317861088,MOTOR_002
61.25,0.3352575688701321,5.514355,8.394554698600057,7.353139802582865,MOTOR_002
61.5,0.3525912528663658,5.514355,7.981871294653617,7.135182003408809,MOTOR_002
61.75,0.340018834865995,3.916018,6.070122558985378,5.49008528115627,MOTOR_002
62.0,0.3267889225011014,4.347995,7.570571796207877,6.3224828031050455,MOTOR_002
62.25,0.32418694264174586,4.347995,7.631334500519834,6.5236730495453354,MOTOR_002
62.5,0.3184696497134325,3.948341,6.836174191038378,5.974318188388848,MOTOR_002
62.75,0.3352056825843461,4.412082,6.941973602772895,6.704893841106479,MOTOR_002
63.0,0.33277730958013646,4.412082,6.992631207145557,6.118868085712673,MOTOR_002
63.25,0.3140397765662271,3.380617,5.951994427068434,5.51930473253342,MOTOR_002
63.5,0.31731288183210765,4.124394,6.53823755285712,6.4935971526071325,MOTOR_002
63.75,0.3232428955138494,4.124394,6.418291101810498,6.650396064224298,MOTOR_002
64.0,0.3430040571566505,4.124262,6.905964960403303,6.776375449812214,MOTOR_002
64.25,0.34719647806490794,5.6173079999999995,8.614119638163135,8.182832237251054,MOTOR_002
64.5,0.32584577870689035,5.6173079999999995,9.178550699256784,8.211186795967839,MOTOR_002
64.75,0.33603749272989114,5.060596,7.568950057737874,7.534718475666764,MOTOR_002
65.0,0.3419889546581658,5.060596,7.437231423284708,7.091926644446697,MOTOR_002
65.25,0.3199505989513647,4.57196,7.311278702608669,7.47357976771268,MOTOR_002
65.5,0.3326073253327386,4.57196,7.033062178230225,7.63563105482381,MOTOR_002
65.75,0.3374993522033511,3.931199,5.878236467857438,5.979037959726015,MOTOR_002
66.0,0.3299105398507001,3.81284,5.902503147917744,6.002879907129689,MOTOR_002
66.25,0.3442034531477815,5.181511,8.718337868364124,7.337982754784012,MOTOR_002
66.5,0.33298411186390336,5.181511,9.012087643468451,7.4428326725547045,MOTOR_002
66.75,0.3302339645439306,5.007596,8.206914766453302,7.987597951690391,MOTOR_002
67.0,0.3393931529128067,5.657248,8.683280657571556,8.579388089502539,MOTOR_002
67.25,0.3347388575973394,5.170463,8.8040152289252,7.325012015958166,MOTOR_002
67.5,0.34518487151212324,7.285413,12.044797855093654,11.329163447413,MOTOR_002
67.75,0.34262004365029824,7.285413,12.134964305368015,11.927319320987074,MOTOR_002
68.0,0.32958285355853334,4.840669,8.000352480508251,8.83582336393975,MOTOR_002
68.25,0.3289434534187139,4.840669,8.015903562134827,8.520164499165912,MOTOR_002
68.5,0.33552506562433476,4.83791,8.133386383285684,8.971779268949605,MOTOR_002
68.75,0.33634200590850083,4.829718,8.113631220783022,8.470496277063475,MOTOR_002
69.0,0.31880809358701395,3.966282,6.314736170430786,6.085826177003363,MOTOR_002
69.25,0.3153916777653906,4.738246999999999,7.909466786424324,7.607549510113108,MOTOR_002
69.5,0.31445986037963375,4.738246999999999,7.932904368107274,7.551755574999147,MOTOR_002
69.75,0.3227211974679255,4.101719,7.095833858969227,6.355634177750352,MOTOR_002
70.0,0.33607441699823665,4.121831,6.813895626015517,5.8939037690074505,MOTOR_002
70.25,0.3346518127214856,4.725346,7.714630257056566,7.230638732749557,MOTOR_002
70.5,0.3349477041993496,4.725346,7.707815183182895,8.427213076904067,MOTOR_002
70.75,0.343862805775923,5.551292,8.090415576417055,10.095106977758217,MOTOR_002
71.0,0.34303878437670043,6.097007,9.663671138595486,11.012897996244318,MOTOR_002
71.25,0.3568590048102792,7.555349,11.88652364889915,12.470949427965481,MOTOR_002
71.5,0.37222002369796414,7.555349,11.395982832567855,12.291818465220073,MOTOR_002
71.75,0.34735497991154113,6.151997,8.952763541181852,8.528814907517473,MOTOR_002
72.0,0.3635132780076381,6.671879000000001,9.328897196235966,10.68821848373543,MOTOR_002
72.25,0.3484332606610739,6.671879000000001,9.732647203559159,11.714402612220933,MOTOR_002
72.5,0.3162365609904279,6.467516,11.970339508323267,9.774935293332454,MOTOR_002
72.75,0.3470574914578817,6.467516,10.907296609845394,9.36323485378873,MOTOR_002
73.0,0.35047884966563586,4.649367,7.115345198088604,6.734983088466302,MOTOR_002
73.25,0.3401354243082033,4.846503,7.14282555232635,7.367187651852016,MOTOR_002
73.5,0.35419371791896326,5.009902,7.320646496031986,7.711094397885151,MOTOR_002
73.75,0.3603110858319377,6.279112,8.737530217064844,9.338282798415468,MOTOR_002
74.0,0.35688749488781546,6.601699,9.676634932489211,12.484192086801672,MOTOR_002
74.25,0.3515562883947962,6.308237,9.823377120541698,11.148923931455382,MOTOR_002
74.5,0.36163122955722843,7.307843999999999,11.579240557091705,12.648278531637574,MOTOR_002
74.75,0.40422751891091113,9.229641,12.980808466819019,19.03374047150889,MOTOR_002
75.0,0.3777892965523493,9.229641,13.889223564259739,18.551126810877665,MOTOR_002
75.25,0.36795972120762843,8.185912,12.507483114987716,12.209240444527044,MOTOR_002
75.5,0.3703155805169795,8.185912,12.427913493607326,12.782693330244632,MOTOR_002
75.75,0.326179377206556,5.357742999999999,8.325989286196402,6.636059741603993,MOTOR_002
76.0,0.3475148564287094,5.587371,8.291412429416813,8.173346743419952,MOTOR_002
76.25,0.3519930963740255,5.587371,8.185924751598694,9.125899677649876,MOTOR_002
76.5,0.3319164103008996,4.948829,7.7009359003454865,8.74622425782707,MOTOR_002
76.75,0.3405370607150401,7.2848619999999995,12.311112309470989,13.179746569836068,MOTOR_002
77.0,0.349643814488076,7.2848619999999995,11.99045950845206,13.663512493859656,MOTOR_002
77.25,0.37059630174989994,6.994104,9.831946467881837,12.468415115190536,MOTOR_002
77.5,0.4054148628201186,9.49915,13.970422693933198,18.278840176823515,MOTOR_002
77.75,0.3786159736770063,9.49915,14.95926583602558,19.14412058144537,MOTOR_002
78.0,0.3513786985449433,7.704681,12.110748368133372,13.721192168408262,MOTOR_002
78.25,0.35828364771645227,7.704681,11.877346418466173,13.710277422956205,MOTOR_002
78.5,0.3280561888855677,5.792092,9.001348244736347,8.221098955979885,MOTOR_002
78.75,0.35762972308344776,8.24311,12.49555535113415,14.671467224521612,MOTOR_002
79.0,0.36915776363769714,8.24311,12.1053447609077,13.274543232228766,MOTOR_002
79.25,0.34599256884683866,5.494954999999999,8.24509904795912,7.83820061106507,MOTOR_002
79.5,0.3562581419241166,5.518827,8.074524232523288,9.304353447762779,MOTOR_002
0.0,0.13633440858578816,1.3712119999999999,5.88400249299664,3.7246682726665963,MOTOR_003
0.25,0.13821395194604633,1.381482,5.8039871424351315,3.8635061224957856,MOTOR_003
